Source,Target,Filter,Learner,TN,TP,FN,FP,err,pd,pf,prec,f,g-measure
chromium-train.csv,chromium-test.csv,train,naive_bayes,18988,47,68,1867,9.227467811158798,40.869565217391305,8.952289618796453,2.455590386624869,4.632824051256776,56.41536061799005
chromium-clni.csv,chromium-test.csv,clni,naive_bayes,19036,47,68,1819,8.998569384835479,40.869565217391305,8.722128985854711,2.518756698821008,4.745078243311459,56.45946692118984
chromium-farsecsq.csv,chromium-test.csv,farsecsq,logistic_regression,18690,78,37,2165,10.50071530758226,67.82608695652173,10.38120354830976,3.47748551047704,6.615776081424937,77.21422442558871
chromium-farsectwo.csv,chromium-test.csv,farsectwo,naive_bayes,18988,47,68,1867,9.227467811158798,40.869565217391305,8.952289618796453,2.455590386624869,4.632824051256776,56.41536061799005
chromium-farsec.csv,chromium-test.csv,farsec,naive_bayes,18988,47,68,1867,9.227467811158798,40.869565217391305,8.952289618796453,2.455590386624869,4.632824051256776,56.41536061799005
wicket-train.csv,wicket-test.csv,train,naive_bayes,459,1,5,35,8.0,16.66666666666667,7.08502024291498,2.777777777777778,4.761904761904762,28.263546798029562
wicket-clni.csv,wicket-test.csv,clni,naive_bayes,467,0,6,27,6.6000000000000005,0,5.465587044534413,0,0,0
wicket-farsecsq.csv,wicket-test.csv,farsecsq,logistic_regression,305,4,2,189,38.2,66.66666666666667,38.25910931174089,2.072538860103627,4.020100502512563,64.10930110352075
wicket-farsectwo.csv,wicket-test.csv,farsectwo,logistic_regression,313,4,2,181,36.6,66.66666666666667,36.63967611336032,2.162162162162162,4.188481675392669,64.97145822522056
wicket-farsec.csv,wicket-test.csv,farsec,logistic_regression,454,2,4,40,8.799999999999999,33.33333333333333,8.097165991902834,4.761904761904763,8.333333333333336,48.92241379310344
ambari-train.csv,ambari-test.csv,train,naive_bayes,428,2,5,65,14.000000000000002,28.57142857142857,13.184584178498989,2.985074626865672,5.405405405405405,42.993470617780005
ambari-clni.csv,ambari-test.csv,clni,naive_bayes,443,2,5,50,11.0,28.57142857142857,10.1419878296146,3.846153846153846,6.779661016949151,43.35698556398336
ambari-farsecsq.csv,ambari-test.csv,farsecsq,random_forest,422,3,4,71,15.0,42.85714285714286,14.401622718052739,4.054054054054054,7.407407407407408,57.117076471915176
ambari-farsectwo.csv,ambari-test.csv,farsectwo,logistic_regression,364,5,2,129,26.200000000000003,71.42857142857143,26.16632860040568,3.73134328358209,7.092198581560285,72.61121085178536
ambari-farsec.csv,ambari-test.csv,farsec,naive_bayes,420,2,5,73,15.6,28.57142857142857,14.80730223123732,2.666666666666667,4.878048780487805,42.79164544065206
camel-train.csv,camel-test.csv,train,naive_bayes,410,3,15,71,17.23446893787575,16.66666666666667,14.760914760914758,4.054054054054054,6.521739130434783,27.88167290037403
camel-clni.csv,camel-test.csv,clni,naive_bayes,422,3,15,59,14.82965931863727,16.66666666666667,12.26611226611227,4.838709677419355,7.5,28.011948224361106
camel-farsecsq.csv,camel-test.csv,farsecsq,naive_bayes,236,9,9,245,50.90180360721443,50.0,50.93555093555094,3.543307086614173,6.617647058823529,49.52780692549842
camel-farsectwo.csv,camel-test.csv,farsectwo,logistic_regression,280,9,9,201,42.08416833667335,50.0,41.78794178794179,4.285714285714286,7.894736842105263,53.79442843419788
camel-farsec.csv,camel-test.csv,farsec,logistic_regression,448,3,15,33,9.619238476953909,16.66666666666667,6.860706860706861,8.333333333333332,11.11111111111111,28.27390343957085
derby-train.csv,derby-test.csv,train,naive_bayes,427,16,26,31,11.4,38.0952380952381,6.768558951965066,34.04255319148936,35.95505617977528,54.08914575251366
derby-clni.csv,derby-test.csv,clni,naive_bayes,427,16,26,31,11.4,38.0952380952381,6.768558951965066,34.04255319148936,35.95505617977528,54.08914575251366
derby-farsecsq.csv,derby-test.csv,farsecsq,ib_k,321,23,19,137,31.2,54.76190476190476,29.912663755458517,14.374999999999998,22.77227722772277,61.4840106595603
derby-farsectwo.csv,derby-test.csv,farsectwo,logistic_regression,347,23,19,111,26.0,54.76190476190476,24.23580786026201,17.164179104477608,26.13636363636363,63.573363071530984
derby-farsec.csv,derby-test.csv,farsec,logistic_regression,415,17,25,43,13.600000000000001,40.47619047619048,9.388646288209607,28.333333333333332,33.333333333333336,55.956535532994934
