Source,Target,Filter,Learner,TN,TP,FN,FP,err,pd,pf,prec,f,g-measure
chromium-clnifarsecsq.csv,chromium-test.csv,clnifarsecsq,multilayer_perceptron,20066,57,58,789,4.039103481163567,49.56521739130435,3.7832654039798608,6.73758865248227,11.862643080124872,65.42652642417396
chromium-clnifarsectwo.csv,chromium-test.csv,clnifarsectwo,logistic_regression,20808,18,97,47,0.6866952789699571,15.65217391304348,0.22536561975545433,27.69230769230769,20.0,27.05939724958549
chromium-clnifarsec.csv,chromium-test.csv,clnifarsec,logistic_regression,20808,18,97,47,0.6866952789699571,15.65217391304348,0.22536561975545433,27.69230769230769,20.0,27.05939724958549
wicket-clnifarsecsq.csv,wicket-test.csv,clnifarsecsq,logistic_regression,368,2,4,126,26.0,33.33333333333333,25.506072874493928,1.5625,2.985074626865672,46.057571964956196
wicket-clnifarsectwo.csv,wicket-test.csv,clnifarsectwo,logistic_regression,357,2,4,137,28.199999999999996,33.33333333333333,27.732793522267208,1.438848920863309,2.758620689655172,45.62300319488818
wicket-clnifarsec.csv,wicket-test.csv,clnifarsec,logistic_regression,442,3,3,52,11.0,50.0,10.52631578947368,5.454545454545455,9.836065573770492,64.15094339622642
ambari-clnifarsecsq.csv,ambari-test.csv,clnifarsecsq,random_forest,455,4,3,38,8.200000000000001,57.14285714285714,7.707910750507099,9.523809523809526,16.326530612244902,70.58367267791351
ambari-clnifarsectwo.csv,ambari-test.csv,clnifarsectwo,random_forest,471,2,5,22,5.4,28.57142857142857,4.462474645030426,8.333333333333332,12.903225806451612,43.98785897735232
ambari-clnifarsec.csv,ambari-test.csv,clnifarsec,random_forest,493,1,6,0,1.2,14.28571428571429,0,100.0,25.000000000000004,25.000000000000004
camel-clnifarsecsq.csv,camel-test.csv,clnifarsecsq,multilayer_perceptron,415,3,15,67,16.400000000000002,16.66666666666667,13.90041493775934,4.285714285714286,6.818181818181818,27.927321668909833
camel-clnifarsectwo.csv,camel-test.csv,clnifarsectwo,multilayer_perceptron,445,2,16,37,10.6,11.11111111111111,7.676348547717842,5.128205128205128,7.017543859649122,19.835079117450412
camel-clnifarsec.csv,camel-test.csv,clnifarsec,logistic_regression,458,3,15,24,7.8,16.66666666666667,4.979253112033195,11.11111111111111,13.333333333333334,28.359133126934992
derby-clnifarsecsq.csv,derby-test.csv,clnifarsecsq,ib_k,321,23,19,137,31.2,54.76190476190476,29.912663755458517,14.374999999999998,22.77227722772277,61.4840106595603
derby-clnifarsectwo.csv,derby-test.csv,clnifarsectwo,random_forest,416,15,27,42,13.8,35.71428571428571,9.170305676855895,26.31578947368421,30.3030303030303,51.26941089474981
derby-clnifarsec.csv,derby-test.csv,clnifarsec,naive_bayes,427,16,26,31,11.4,38.0952380952381,6.768558951965066,34.04255319148936,35.95505617977528,54.08914575251366
