chromium,:sq,13294,39,76,7446,36.06808918724526,33.91304347826087,35.9016393442623,0.5210420841683367,1.0263157894736843,44.357501272634714
chromium,:two,20739,0,115,1,0.5562215296092063,0,0.004821600771456123,0,0,0
chromium,:none,20740,0,115,0,0.5514265164229202,0,0,0,0,0
wicket,:sq,138,4,2,350,71.25506072874494,66.66666666666667,71.72131147540985,1.129943502824859,2.2222222222222228,39.712230215827326
wicket,:two,149,4,2,339,69.02834008097166,66.66666666666667,69.4672131147541,1.166180758017493,2.292263610315187,41.88334504567814
wicket,:none,283,3,3,205,42.10526315789474,50.0,42.00819672131148,1.442307692307692,2.8037383177570088,53.70018975332068
ambari,:sq,85,5,2,401,81.7444219066937,71.42857142857143,82.51028806584361,1.231527093596059,2.4213075060532683,28.099173553719023
ambari,:two,211,3,4,275,56.59229208924948,42.85714285714286,56.5843621399177,1.079136690647482,2.105263157894737,43.13458262350937
ambari,:none,434,0,7,52,11.96754563894523,0,10.69958847736626,0,0,0
camel,:sq,64,17,2,398,83.16008316008316,89.47368421052632,86.14718614718615,4.096385542168675,7.8341013824884795,23.99117971334068
camel,:two,135,12,7,327,69.43866943866944,63.15789473684211,70.77922077922078,3.539823008849558,6.7039106145251415,39.95560488346282
camel,:none,402,2,17,60,16.008316008316008,10.52631578947368,12.987012987012992,3.225806451612903,4.938271604938271,18.78065872459705
derby,:sq,9,37,0,412,89.95633187772926,100.0,97.8622327790974,8.240534521158128,15.22633744855967,4.186046511627889
derby,:two,126,29,8,295,66.15720524017466,78.37837837837837,70.07125890736341,8.950617283950617,16.06648199445983,43.31693438444669
derby,:none,417,0,37,4,8.951965065502183,0,0.9501187648456058,0,0,0
