Source,Target,Filter,Learner,TN,TP,FN,FP,err,pd,pf,prec,f,g-measure





ambari-clnifarsecsq.csv,ambari-test.csv,clnifarsecsq,random_forest,19817,56,59,1038,5.231282784930854,48.69565217391304,4.977223687365139,5.118829981718464,9.263854425144746,64.39252241549131
ambari-clnifarsectwo.csv,ambari-test.csv,clnifarsectwo,random_forest,16896,62,53,3959,19.13209346685742,53.91304347826087,18.98345720450731,1.541904998756528,2.9980657640232105,64.74263376647455
ambari-clnifarsec.csv,ambari-test.csv,clnifarsec,naive_bayes,14857,58,57,5998,28.87458273724368,50.43478260869565,28.760489091344997,0.9577278731836195,1.8797601685302219,59.05847721754744





ambari-clnifarsecsq.csv,ambari-test.csv,clnifarsecsq,logistic_regression,254,4,2,240,48.4,66.66666666666667,48.582995951417004,1.639344262295082,3.2,58.05714285714286
camel-clnifarsectwo.csv,camel-test.csv,clnifarsectwo,logistic_regression,292,3,3,202,41.0,50.0,40.89068825910931,1.463414634146341,2.8436018957345963,54.17439703153989
camel-clnifarsec.csv,camel-test.csv,clnifarsec,naive_bayes,433,3,3,61,12.8,50.0,12.34817813765182,4.6875,8.571428571428571,63.6764705882353





chromium-clnifarsecsq.csv,chromium-test.csv,clnifarsecsq,logistic_regression,445,4,3,48,10.2,57.14285714285714,9.73630831643002,7.692307692307692,13.559322033898303,69.9823078435227
derby-clnifarsectwo.csv,derby-test.csv,clnifarsectwo,naive_bayes,411,3,4,82,17.2,42.85714285714286,16.63286004056795,3.5294117647058822,6.521739130434782,56.61157024793389
wicket-clnifarsec.csv,wicket-test.csv,clnifarsec,logistic_regression,443,3,4,50,10.8,42.85714285714286,10.1419878296146,5.660377358490567,10.000000000000002,58.03493449781659





derby-clnifarsecsq.csv,derby-test.csv,clnifarsecsq,multilayer_perceptron,292,9,9,189,39.67935871743487,50.0,39.29313929313929,4.545454545454545,8.333333333333332,54.835680751173705
derby-clnifarsectwo.csv,derby-test.csv,clnifarsectwo,naive_bayes,370,7,11,111,24.44889779559118,38.88888888888889,23.07692307692308,5.932203389830508,10.294117647058824,51.66051660516605
wicket-clnifarsec.csv,wicket-test.csv,clnifarsec,naive_bayes,427,5,13,54,13.426853707414828,27.77777777777778,11.22661122661123,8.474576271186441,12.987012987012987,42.3149340996928





wicket-clnifarsecsq.csv,wicket-test.csv,clnifarsecsq,logistic_regression,300,24,18,158,35.199999999999996,57.14285714285714,34.49781659388646,13.18681318681319,21.42857142857143,61.03763987792472
wicket-clnifarsectwo.csv,wicket-test.csv,clnifarsectwo,logistic_regression,295,24,18,163,36.199999999999996,57.14285714285714,35.58951965065502,12.83422459893048,20.96069868995633,60.55940467025917
wicket-clnifarsec.csv,wicket-test.csv,clnifarsec,logistic_regression,338,19,23,120,28.599999999999998,45.23809523809524,26.20087336244541,13.66906474820144,20.994475138121548,56.09223512970566
